,Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
177,0460_m20_qp_22.pdf,10,MAIN,mm 20 mm 30 mm 40 mm,mm mm mm mm,21
178,0460_m20_qp_22.pdf,(c),SUB,Fig. 4.2 (Insert) shows vegetation in an area with a dry climate. Describe two features of the vegetation and explain how they are adapted to the dry climate. Feature 1 Description Adaptation to the dry climate Feature 2 Description Adaptation to the dry climate,vegetation area climate features vegetation climate Feature climate climate,264
179,0460_m20_qp_22.pdf,5,MAIN,The United Nations publishes the HDI which measures inequality between countries. ,inequality countries,82
180,0460_m20_qp_22.pdf,(a),SUB, What do the letters HDI stand for? ,letters stand,36
181,0460_m20_qp_22.pdf,(b),SUB,Table 5.1 shows the HDI and inequality differences between three countries. Table 5.1 Australia Bolivia Niger HDI 0.94 (high) 0.67 (medium) 0.35 (low) Death rate per 1000 7.3 6.4 11.8 Infant mortality per 1000 births 4.3 35.3 81.1 Birth rate per 1000 12.1 22.0 44.2 GDP per capita (US$) 48 700 7200 1100 Life expectancy at birth 82.3 69.5 55.9,inequality differences countries medium Death rate mortality births rate capita expectancy birth,345
182,0460_m20_qp_22.pdf,(i),SUB,Which type of graph would be most suitable to show the HDI data shown in Table 5.1?,type graph data,85
183,0460_m20_qp_22.pdf,(ii),SUB, How much longer is a person in Australia expected to live compared with a person in Niger? ,person person,92
184,0460_m20_qp_22.pdf,(iii),SUB, Suggest what is unusual about the death rate in Bolivia. ,death rate,58
185,0460_m20_qp_22.pdf,(iv),SUB,Which feature shown in Table 5.1 measures the standard of living or wealth of the people?,feature standard living wealth people,91
186,0460_m20_qp_22.pdf,(c),SUB,Residential areas often show inequality in living standards. Figs. 5.1 and 5.2 (Insert) show residential areas in Africa. Describe the differences seen in the photographs which show inequality in living standards.,areas inequality living standards areas differences photographs inequality living standards,215
187,0460_m20_qp_22.pdf,6,MAIN,Fig. 6.1 shows electricity generation from HEP (hydroelectric power) and other renewables in the USA between 1997 and 2016. electricity generation,shows electricity generation power renewables electricity generation,147
188,0460_m20_qp_22.pdf,(million megawatt hours),SUB,other renewables Fig. 6.1,renewables,27
189,0460_m20_qp_22.pdf,(a),SUB,Describe the changes in the amount of electricity generation shown in Fig. 6.1. Do not use figures in your answer. Other renewables,changes amount electricity generation figures answer renewables,133
190,0460_m20_qp_22.pdf,(b),SUB,Fig. 6.2 (Insert) shows a dam used to produce HEP. Give two advantages of the site of the dam for producing HEP.,dam advantages site dam,114
191,0460_m21_qp_22.pdf,1,MAIN,"Study the map extract for Fortuniès, France. The scale is 1:25 000.",map extract scale,68
192,0460_m21_qp_22.pdf,(a),SUB,"Fig. 1.1 shows some of the features around the settlement of Collanges in the south of the map extract. Study Fig. 1.1 and the map extract and answer the questions below. Fig. 1.1 Using the map extract, identify the following features shown in Fig. 1.1:",features settlement south map extract map extract questions map extract features,255
193,0460_m21_qp_22.pdf,(i),SUB, feature A ,feature,11
194,0460_m21_qp_22.pdf,(ii),SUB, the name of river B ,name river,21
195,0460_m21_qp_22.pdf,(iii),SUB, land use at C ,land use,15
196,0460_m21_qp_22.pdf,(iv),SUB, feature D ,feature,11
197,0460_m21_qp_22.pdf,(v),SUB, the height above sea level of the spot height at E. ,height sea level spot height,53
198,0460_m21_qp_22.pdf,(b),SUB,A person travels on the footpath from the north of the river outside Collanges (863013) to the junction with the footpath south east of les Ginestes (855022).,person footpath north river junction footpath east les,160
199,0460_m21_qp_22.pdf,(i),SUB, In which overall compass direction does the person travel? ,compass direction person travel,60
200,0460_m21_qp_22.pdf,(ii),SUB, What distance does the person travel along the footpath? ,distance person travel footpath,58
201,0460_m21_qp_22.pdf,(iii),SUB,How many metres does the person climb? Circle one correct answer below. 802 m 902 m 102 m 112 m [1],metres person climb correct answer,101
202,0460_m21_qp_22.pdf,(c),SUB,Fig. 1.2 shows the location of two grid squares in the east of the map extract. These are square 8802 at Lac de Sauvages and square 8902 at Peyre del Cayre. Study the two areas and answer the question below. Lac de Sauvages Peyre del Cayre Fig. 1.2 The table below compares the features of the two areas. Complete the table by putting ticks (3) in the correct five boxes. Use only one tick for each row. square 8802 square 8902 at neither of these at Lac de both these areas Peyre del Cayre areas Sauvages parking steep slopes area liable to flooding land over 1200 m above sea level church,location squares east map extract areas question table features areas table ticks boxes tick row areas areas slopes area land sea level church,592
203,0460_m21_qp_22.pdf,(d),SUB,"Fig. 1.3 is a cross-section along northing 025 from 860025 to 890025, passing through the village of Sauvages. metres metres above above sea level sea level Fig. 1.3",cross-section village metres metres sea level sea level,167
204,0460_m21_qp_22.pdf,(i),SUB, Identify the feature at A. ,feature,28
205,0460_m21_qp_22.pdf,(ii),SUB, Identify the feature at B. ,feature,28
206,0460_m21_qp_22.pdf,(iii),SUB,"The cross-section shown on Fig. 1.3 is incomplete. Using information from the map extract, draw a line on Fig. 1.3 to complete the cross-section. [1]",cross-section information map extract line cross-section,151
207,0460_m21_qp_22.pdf,(e),SUB," Find the settlement of Dienne in the south west of the map extract. Using the map extract, describe the site and give reasons for the growth of the settlement. ",settlement west map extract map extract site reasons growth settlement,161
208,0460_m21_qp_22.pdf,2,MAIN,Fig. 2.1 shows the change in the percentage of the rural population in the world between 1960 and 2015. percentage of global rural population Fig. 2.1,change percentage population world percentage population,151
209,0460_m21_qp_22.pdf,(a),SUB,"(i) Using Fig. 2.1, state the percentage of global rural population in 1990.",state percentage population,78
210,0460_m21_qp_22.pdf,(ii),SUB,Describe the changes in global rural population shown in Fig. 2.1. Refer to statistics in your answer.,changes population statistics answer,104
211,0460_m21_qp_22.pdf,(b),SUB,Table 2.1 shows the characteristics of people moving from a village to a local town. Table 2.1 percentage Male 70 Female 30 Age (years): 20–29 53 30–39 26 40–49 15 50–59 4,characteristics people village town percentage years,173
212,0460_m21_qp_22.pdf,60,MAIN,and above 2 Married 21 Single 79,,33
213,0460_m21_qp_22.pdf,(i),SUB,Which type of graph would be suitable to show the age data shown in Table 2.1?,type graph age data,80
214,0460_m21_qp_22.pdf,(ii),SUB,"Using Table 2.1, describe three main characteristics of the migrants moving from the village to the town.",characteristics migrants village town,107
215,0460_m21_qp_22.pdf,3,MAIN,(a) What is the correct term for the growth in the percentage of people living in towns and cities? Circle the correct answer below. urbanisation conurbation migration counter-urbanisation [1],term growth percentage people towns cities correct answer conurbation migration counter-urbanisation,193
216,0460_m21_qp_22.pdf,(b),SUB,"Fig. 3.1 describes the squatter settlement of Dharavi in Mumbai, India. Dharavi is home to approximately one million people. It is built on former marshland and lies close to Bandra Kurla, India’s richest business area. The settlement is made up of hundreds of tiny lanes. One toilet is shared by 1500 residents and sewage runs in open drains. The area provides an income of US$ 700 million and many residents work in industries recycling plastic, making pottery, catering and heavy industry. The government is keen to redevelop the area. However, many residents are not happy as they will have less space for their businesses and will be located a long way from Mumbai. Fig. 3.1",squatter settlement people marshland richest business area settlement hundreds lanes toilet residents sewage runs drains area income residents industries plastic pottery catering industry government area residents space businesses way,681
217,0460_m21_qp_22.pdf,(i),SUB, Many migrants to Dharavi came from poor rural areas. Suggest two push factors which caused people to leave the rural areas. ,migrants areas push factors people areas,125
218,0460_m21_qp_22.pdf,(ii),SUB,"Using Fig. 3.1 only, give two reasons why the government is keen to redevelop the area.",reasons government area,89
219,0460_m21_qp_22.pdf,(iii),SUB,"Using Fig. 3.1 only, suggest three reasons why the residents may not want to move from the area.",reasons residents area,98
220,0460_m21_qp_22.pdf,4,MAIN,Fig. 4.1 shows the sunshine hours per month for an area in southern England. sunshine per month J F M A M J J A S O N D Fig. 4.1,sunshine hours month area sunshine month,129
221,0460_m21_qp_22.pdf,(a),SUB,"(i) Using Fig. 4.1, state the total sunshine hours in April.",state sunshine hours,62
222,0460_m21_qp_22.pdf,(ii),SUB,Complete Fig. 4.1 to show the following information: total sunshine hours for July: 160 hours. [1],information sunshine hours hours,100
223,0460_m21_qp_22.pdf,(iii),SUB, Describe the best location for a sunshine recorder. ,location recorder,53
224,0460_m21_qp_22.pdf,(b),SUB,Fig. 4.2 (Insert) shows some clouds. Describe the clouds shown in Fig. 4.2.,clouds clouds,77
225,0460_m21_qp_22.pdf,(c),SUB, Describe how cloud cover is measured. ,cover,39
226,0460_m21_qp_22.pdf,5,MAIN,Fig. 5.1 shows a nutrient cycle in a tropical rainforest. precipitation transpiration trees intercept rainfall and reduce soil erosion leaves fall to fungi and bacteria most nutrients rapidly break absorbed by down leaves into plant roots nutrients added to some nutrients lost through leaching Fig. 5.1,cycle rainforest precipitation transpiration trees rainfall soil erosion fall nutrients leaves plant roots nutrients nutrients,304
227,0460_m21_qp_22.pdf,(a),SUB,Fig. 5.1 shows various processes which take place in a tropical rainforest. Identify each of the following processes:,processes place rainforest processes,119
228,0460_m21_qp_22.pdf,(i),SUB, rain falling ,rain,14
229,0460_m21_qp_22.pdf,(ii),SUB, loss of water vapour from trees ,loss water vapour trees,33
230,0460_m21_qp_22.pdf,(iii),SUB, loss of nutrients from the soil. ,loss nutrients soil,34
231,0460_m21_qp_22.pdf,(b),SUB,"Using Fig. 5.1, identify two reasons why soil becomes more infertile when trees are removed due to deforestation.",reasons soil trees deforestation,115
232,0460_m21_qp_22.pdf,(c),SUB, Suggest reasons why some local people are for deforestation and other local people are against it. ,reasons people deforestation people,100
233,0460_m21_qp_22.pdf,6,MAIN,Fig. 6.1 (Insert) shows a power station generating electricity in Germany.,power station electricity,75
234,0460_m21_qp_22.pdf,(a),SUB, Name one fossil fuel that is used in power stations. ,Name fossil fuel power stations,54
235,0460_m21_qp_22.pdf,(b),SUB,"Using Fig. 6.1, describe the power station and its location. Refer to buildings and location.",power station location buildings location,95
236,0460_m21_qp_22.pdf,(c),SUB,"Using evidence from Fig. 6.1, explain the reasons for the location of the power station.",evidence reasons location power station,90
237,0460_m22_qp_22.pdf,1,MAIN,"Study the map extract for Troon, Scotland. The scale is 1:25 000.",map extract scale,66
238,0460_m22_qp_22.pdf,(a),SUB,"Fig. 1.1 shows some of the features in the south west of the map extract. Study Fig. 1.1 and the map extract and answer the questions below. Cemy C Fig. 1.1 Using the map extract, identify the following features shown in Fig. 1.1:",features west map extract map extract questions map extract features,232
239,0460_m22_qp_22.pdf,(i),SUB, feature A ,feature,11
240,0460_m22_qp_22.pdf,(ii),SUB, the type of road at B ,type road,23
241,0460_m22_qp_22.pdf,(iii),SUB, the land use at C ,land use,19
242,0460_m22_qp_22.pdf,(iv),SUB, the height above sea level of the contour at D ,height sea level contour,48
